Pagina,Palabras,Menciones_Censuradas_REDACTED,Evasiones_Detectadas,Tipos_Evasion,Indicador_Positivo,Indicador_Negativo,Indice_Sentimiento,Clasificacion_Sentimiento,Hits_Propiedades,Hits_Aviones_Logistica,Hits_Abuso_Menores,Hits_Ambito_Legal,Tema_Dominante,Años_Mencionados,Personas_Presentes,Personas_Count,Fuente
2316,701,1,13,Decline to answer,3,3,0.0,Neutral / Procedimental,1,0,5,0,Abuso / Menores,2004; 2005,Jeffrey Epstein; Bill Clinton,2,TXT Consolidado
2317,737,0,14,Decline to answer,2,3,-0.2,Negativo,1,0,7,0,Abuso / Menores,,Jeffrey Epstein; Prince Andrew,2,TXT Consolidado
2318,76,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Ghislaine Maxwell,1,TXT Consolidado
2319,59,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2320,110,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2008; 2009; 2014; 2016,,0,TXT Consolidado
2321,320,0,0,,0,2,-1.0,Altamente Negativo,0,0,0,1,Ámbito Legal,2016,Ghislaine Maxwell; Virginia Giuffre,2,TXT Consolidado
2322,315,0,3,Objection,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2323,445,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2324,337,0,2,Objection,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2012,,0,TXT Consolidado
2325,280,0,3,Objection,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2326,337,0,4,Objection,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1991; 1992,,0,TXT Consolidado
2327,310,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2007; 2013,Ghislaine Maxwell,1,TXT Consolidado
2328,422,0,4,Objection,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2000,Ghislaine Maxwell,1,TXT Consolidado
2329,265,0,3,Objection,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2009,,0,TXT Consolidado
2330,349,0,3,Objection,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2015,Ghislaine Maxwell; Alan Dershowitz,2,TXT Consolidado
2331,334,2,1,Objection,1,1,0.0,Neutral / Procedimental,0,0,0,0,Sin tema dominante,,Jeffrey Epstein; Alan Dershowitz,2,TXT Consolidado
2332,425,0,3,Objection,0,0,0.0,Neutral,0,0,0,5,Ámbito Legal,2015; 2016,,0,TXT Consolidado
2333,388,0,0,,1,2,-0.333,Altamente Negativo,0,0,0,4,Ámbito Legal,1999; 2004; 2014; 2016,Jeffrey Epstein; Ghislaine Maxwell,2,TXT Consolidado
2334,454,0,2,Objection,0,4,-1.0,Altamente Negativo,0,0,2,0,Abuso / Menores,1999; 2016,,0,TXT Consolidado
2335,330,0,0,,0,2,-1.0,Altamente Negativo,0,0,0,1,Ámbito Legal,1998; 1999; 2015; 2016,,0,TXT Consolidado
2336,323,0,3,Objection,0,1,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,2009; 2014,Jeffrey Epstein,1,TXT Consolidado
2337,310,0,2,Objection,0,2,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2338,395,1,0,,0,7,-1.0,Altamente Negativo,0,0,3,0,Abuso / Menores,1998; 1999; 2016,,0,TXT Consolidado
2339,469,0,1,Objection,1,5,-0.667,Altamente Negativo,0,0,5,2,Abuso / Menores,2016; 2026,,0,TXT Consolidado
2340,304,0,2,Objection,0,7,-1.0,Altamente Negativo,0,0,1,0,Abuso / Menores,1994; 1999,,0,TXT Consolidado
2341,292,0,4,Objection,0,5,-1.0,Altamente Negativo,0,0,2,0,Abuso / Menores,,Ghislaine Maxwell,1,TXT Consolidado
2342,491,0,0,,0,2,-1.0,Altamente Negativo,0,0,12,0,Abuso / Menores,2000,Jeffrey Epstein; Ghislaine Maxwell,2,TXT Consolidado
2343,524,0,0,,0,3,-1.0,Altamente Negativo,0,0,16,0,Abuso / Menores,2000,Jeffrey Epstein; Ghislaine Maxwell,2,TXT Consolidado
2344,420,0,0,,0,4,-1.0,Altamente Negativo,1,0,2,0,Abuso / Menores,2002,Jeffrey Epstein; Al Gore,2,TXT Consolidado
2345,359,0,1,Objection,0,3,-1.0,Altamente Negativo,0,4,0,0,Logística / Aviones,2015,Ghislaine Maxwell; Bill Clinton,2,TXT Consolidado
2346,349,0,6,Objection,0,3,-1.0,Altamente Negativo,0,0,1,3,Ámbito Legal,,,0,TXT Consolidado
2347,489,0,1,Objection,1,3,-0.5,Altamente Negativo,0,0,2,0,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
2348,335,0,1,Objection,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2349,501,6,0,,1,0,1.0,Positivo,0,0,0,1,Ámbito Legal,,Jeffrey Epstein,1,TXT Consolidado
2350,508,4,0,,0,2,-1.0,Altamente Negativo,0,0,0,3,Ámbito Legal,,Alan Dershowitz,1,TXT Consolidado
2351,403,0,0,,1,0,1.0,Positivo,0,0,0,2,Ámbito Legal,,,0,TXT Consolidado
2352,502,4,0,,1,0,1.0,Positivo,0,0,0,2,Ámbito Legal,,Jeffrey Epstein,1,TXT Consolidado
2353,494,8,0,,0,2,-1.0,Altamente Negativo,0,0,0,2,Ámbito Legal,,Alan Dershowitz,1,TXT Consolidado
2354,355,0,0,,1,0,1.0,Positivo,0,0,0,5,Ámbito Legal,2007; 2008,,0,TXT Consolidado
2355,319,0,3,Objection,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2356,124,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,Ghislaine Maxwell,1,TXT Consolidado
2357,137,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
2358,17,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
2359,200,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,,Ghislaine Maxwell,1,TXT Consolidado
2360,359,2,0,,0,1,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,2015,,0,TXT Consolidado
2361,281,1,0,,0,3,-1.0,Altamente Negativo,0,0,2,0,Abuso / Menores,,Jeffrey Epstein; Alan Dershowitz,2,TXT Consolidado
2362,303,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2363,289,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Ghislaine Maxwell,1,TXT Consolidado
2364,360,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2005,Ghislaine Maxwell,1,TXT Consolidado
2365,382,1,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2015,Ghislaine Maxwell; Alan Dershowitz,2,TXT Consolidado
2366,199,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,2008; 2015,,0,TXT Consolidado
2367,276,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2015,Ghislaine Maxwell; Alan Dershowitz,2,TXT Consolidado
2368,311,2,0,,1,1,0.0,Neutral / Procedimental,0,0,0,1,Ámbito Legal,2016,Jeffrey Epstein,1,TXT Consolidado
2369,324,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,2,Ámbito Legal,,Ghislaine Maxwell,1,TXT Consolidado
2370,297,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,1,Ámbito Legal,1999; 2016,Jeffrey Epstein,1,TXT Consolidado
2371,363,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1993; 1995; 2002,,0,TXT Consolidado
2372,230,7,0,,0,3,-1.0,Altamente Negativo,0,0,1,0,Abuso / Menores,,,0,TXT Consolidado
2373,216,6,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2374,323,4,0,,0,3,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,1999,,0,TXT Consolidado
2375,361,0,0,,1,6,-0.714,Altamente Negativo,0,0,5,0,Abuso / Menores,1999; 2016,,0,TXT Consolidado
2376,351,0,0,,1,6,-0.714,Altamente Negativo,0,0,6,0,Abuso / Menores,2016; 2026,,0,TXT Consolidado
2377,361,0,0,,0,4,-1.0,Altamente Negativo,0,0,3,1,Abuso / Menores,2015,,0,TXT Consolidado
2378,377,0,0,,1,2,-0.333,Altamente Negativo,0,0,2,0,Abuso / Menores,1994; 1999; 2011,,0,TXT Consolidado
2379,167,0,0,,1,0,1.0,Positivo,0,0,0,1,Ámbito Legal,2016,,0,TXT Consolidado
2380,334,0,0,,0,2,-1.0,Altamente Negativo,0,0,8,0,Abuso / Menores,2000,Jeffrey Epstein; Ghislaine Maxwell,2,TXT Consolidado
2381,367,0,0,,0,2,-1.0,Altamente Negativo,0,0,10,0,Abuso / Menores,2000,Jeffrey Epstein; Ghislaine Maxwell,2,TXT Consolidado
2382,340,0,0,,0,3,-1.0,Altamente Negativo,0,0,6,0,Abuso / Menores,2000,Jeffrey Epstein; Ghislaine Maxwell,2,TXT Consolidado
2383,328,0,0,,0,3,-1.0,Altamente Negativo,0,0,5,0,Abuso / Menores,2000; 2002,Jeffrey Epstein; Ghislaine Maxwell,2,TXT Consolidado
2384,262,0,1,Objection,0,1,-1.0,Altamente Negativo,1,3,0,0,Logística / Aviones,2000; 2015,Ghislaine Maxwell; Bill Clinton,2,TXT Consolidado
2385,345,0,0,,0,1,-1.0,Altamente Negativo,1,0,1,0,Propiedades,,Alan Dershowitz; Al Gore,2,TXT Consolidado
2386,35,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2387,300,0,0,,0,3,-1.0,Altamente Negativo,0,0,3,0,Abuso / Menores,,,0,TXT Consolidado
2388,288,0,0,,0,4,-1.0,Altamente Negativo,0,0,3,3,Abuso / Menores,,,0,TXT Consolidado
2389,320,0,1,Objection,0,1,-1.0,Altamente Negativo,0,0,2,0,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
2390,302,0,0,,1,2,-0.333,Altamente Negativo,0,0,0,0,Sin tema dominante,,Jeffrey Epstein,1,TXT Consolidado
2391,315,0,0,,0,1,-1.0,Altamente Negativo,0,0,1,2,Ámbito Legal,,Jeffrey Epstein,1,TXT Consolidado
2392,313,0,0,,0,1,-1.0,Altamente Negativo,0,0,3,0,Abuso / Menores,,Johanna Sjoberg,1,TXT Consolidado
2393,315,6,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
2394,326,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,Jeffrey Epstein,1,TXT Consolidado
2395,327,0,0,,0,0,0.0,Neutral,0,0,0,3,Ámbito Legal,,,0,TXT Consolidado
2396,336,4,0,,0,2,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,,Alan Dershowitz,1,TXT Consolidado
2397,318,4,0,,2,0,1.0,Positivo,0,0,0,2,Ámbito Legal,,Jeffrey Epstein,1,TXT Consolidado
2398,321,0,0,,0,0,0.0,Neutral,0,0,0,2,Ámbito Legal,,,0,TXT Consolidado
2399,338,8,0,,0,2,-1.0,Altamente Negativo,0,0,0,2,Ámbito Legal,,Alan Dershowitz,1,TXT Consolidado
2400,304,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
2401,189,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
2402,30,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2403,82,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,Virginia Giuffre,1,TXT Consolidado
2404,203,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,Jeffrey Epstein,1,TXT Consolidado
2405,69,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2406,266,1,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1990; 2000; 2001; 2003; 2004; 2006; 2009; 2010; 2012; 2014,,0,TXT Consolidado
2407,282,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1993; 1995; 2001; 2003; 2006; 2010; 2013; 2015; 2016,,0,TXT Consolidado
2408,198,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2001; 2006; 2013; 2014; 2016,Alan Dershowitz,1,TXT Consolidado
2409,341,0,0,,0,2,-1.0,Altamente Negativo,0,0,0,1,Ámbito Legal,,Virginia Giuffre,1,TXT Consolidado
2410,348,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,2016,,0,TXT Consolidado
2411,346,0,0,,2,2,0.0,Neutral / Procedimental,0,0,1,0,Abuso / Menores,,Ghislaine Maxwell,1,TXT Consolidado
2412,381,2,0,,0,6,-1.0,Altamente Negativo,0,0,2,0,Abuso / Menores,2006; 2008; 2014; 2015,Jeffrey Epstein,1,TXT Consolidado
2413,362,0,0,,1,1,0.0,Neutral / Procedimental,2,0,0,2,Propiedades,2015; 2016,,0,TXT Consolidado
2414,328,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,2016,Alan Dershowitz,1,TXT Consolidado
2415,379,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2011,Alan Dershowitz,1,TXT Consolidado
2416,330,0,0,,0,0,0.0,Neutral,0,0,0,2,Ámbito Legal,,Jeffrey Epstein; Bill Clinton; Alan Dershowitz,3,TXT Consolidado
2417,412,0,0,,1,1,0.0,Neutral / Procedimental,2,0,0,0,Propiedades,2011,Alan Dershowitz,1,TXT Consolidado
2418,374,0,0,,0,2,-1.0,Altamente Negativo,0,0,0,3,Ámbito Legal,2011,,0,TXT Consolidado
2419,347,0,0,,2,0,1.0,Positivo,0,0,0,2,Ámbito Legal,2003; 2016,,0,TXT Consolidado
2420,359,0,0,,2,0,1.0,Positivo,0,0,0,2,Ámbito Legal,2000; 2013; 2014,,0,TXT Consolidado
2421,353,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2006,,0,TXT Consolidado
2422,344,0,0,,3,0,1.0,Positivo,0,0,0,0,Sin tema dominante,1995; 2013,,0,TXT Consolidado
2423,343,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,2001; 2006; 2014,,0,TXT Consolidado
2424,428,0,0,,1,0,1.0,Positivo,0,0,0,2,Ámbito Legal,1993; 2001; 2006; 2010; 2012; 2014,,0,TXT Consolidado
2425,351,0,0,,1,0,1.0,Positivo,0,0,0,1,Ámbito Legal,2001; 2006; 2012,,0,TXT Consolidado
2426,377,0,0,,2,0,1.0,Positivo,0,0,0,2,Ámbito Legal,,,0,TXT Consolidado
2427,365,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1990; 2006; 2012; 2015,,0,TXT Consolidado
2428,358,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2014,,0,TXT Consolidado
2429,366,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2430,359,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2001; 2003; 2004; 2014,,0,TXT Consolidado
2431,373,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,2009; 2016,,0,TXT Consolidado
2432,334,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
2433,353,0,0,,2,2,0.0,Neutral / Procedimental,0,0,1,0,Abuso / Menores,2011,,0,TXT Consolidado
2434,93,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
2435,226,0,0,,1,1,0.0,Neutral / Procedimental,0,0,0,7,Ámbito Legal,,Ghislaine Maxwell; Virginia Giuffre,2,TXT Consolidado
2436,366,0,0,,0,1,-1.0,Altamente Negativo,0,0,1,7,Ámbito Legal,2016,Johanna Sjoberg,1,TXT Consolidado
2437,358,0,0,,0,1,-1.0,Altamente Negativo,1,6,1,7,Ámbito Legal,2009; 2015; 2016,Ghislaine Maxwell; Bill Clinton; Alan Dershowitz,3,TXT Consolidado
2438,359,0,1,Fifth Amendment,0,3,-1.0,Altamente Negativo,0,0,1,5,Ámbito Legal,2009; 2010,Alan Dershowitz,1,TXT Consolidado
2439,462,0,0,,0,2,-1.0,Altamente Negativo,0,0,2,3,Ámbito Legal,2016,Jeffrey Epstein,1,TXT Consolidado
2440,359,0,0,,1,2,-0.333,Altamente Negativo,0,0,1,8,Ámbito Legal,2016,,0,TXT Consolidado
2441,390,0,0,,0,1,-1.0,Altamente Negativo,0,0,4,3,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
2442,323,0,0,,0,2,-1.0,Altamente Negativo,0,0,3,1,Abuso / Menores,2016,Jeffrey Epstein; Johanna Sjoberg; Annie Farmer,3,TXT Consolidado
2443,331,0,0,,2,1,0.333,Positivo,0,0,2,2,Abuso / Menores,2016,,0,TXT Consolidado
2444,324,0,0,,0,0,0.0,Neutral,0,0,2,3,Ámbito Legal,2016,Jeffrey Epstein; Johanna Sjoberg; Annie Farmer,3,TXT Consolidado
2445,145,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2446,115,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
2447,230,0,0,,1,0,1.0,Positivo,0,0,0,8,Ámbito Legal,2015; 2016,Ghislaine Maxwell,1,TXT Consolidado
2448,279,0,0,,0,0,0.0,Neutral,0,1,0,21,Ámbito Legal,2009; 2010; 2015; 2016,Johanna Sjoberg,1,TXT Consolidado
2449,201,0,0,,0,0,0.0,Neutral,0,0,0,2,Ámbito Legal,2009; 2016,,0,TXT Consolidado
2450,126,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
2451,20,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
2452,107,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Ghislaine Maxwell,1,TXT Consolidado
2453,187,0,0,,0,0,0.0,Neutral,0,0,0,2,Ámbito Legal,,Ghislaine Maxwell; Virginia Giuffre,2,TXT Consolidado
2454,192,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,2016,,0,TXT Consolidado
2455,200,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,2016,,0,TXT Consolidado
2456,194,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,1998; 2016,,0,TXT Consolidado
2457,217,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1998; 1999; 2011,,0,TXT Consolidado
2458,184,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2002,,0,TXT Consolidado
2459,205,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1994,,0,TXT Consolidado
2460,191,0,0,,1,0,1.0,Positivo,0,0,0,2,Ámbito Legal,2014,,0,TXT Consolidado
2461,222,0,0,,0,1,-1.0,Altamente Negativo,0,0,4,0,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
2462,185,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2463,217,0,0,,2,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2464,230,0,0,,2,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2465,171,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,2,Ámbito Legal,,Jeffrey Epstein,1,TXT Consolidado
2466,275,0,0,,0,0,0.0,Neutral,0,0,0,2,Ámbito Legal,2006,,0,TXT Consolidado
2467,246,1,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,2008; 2016,,0,TXT Consolidado
2468,187,0,0,,0,0,0.0,Neutral,0,0,0,4,Ámbito Legal,2013,,0,TXT Consolidado
2469,204,0,0,,0,0,0.0,Neutral,0,0,0,3,Ámbito Legal,,,0,TXT Consolidado
2470,187,3,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2471,22,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
2472,190,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Virginia Giuffre; Alan Dershowitz,2,TXT Consolidado
2473,246,1,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,2019,,0,TXT Consolidado
2474,141,0,0,,0,1,-1.0,Altamente Negativo,0,0,1,0,Abuso / Menores,2024,,0,TXT Consolidado
2475,145,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2023; 2024,,0,TXT Consolidado
2476,6,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
2477,97,0,0,,1,0,1.0,Positivo,0,0,0,1,Ámbito Legal,2016,Ghislaine Maxwell,1,TXT Consolidado
2478,171,0,2,Objection,1,1,0.0,Neutral / Procedimental,0,0,1,0,Abuso / Menores,2015,,0,TXT Consolidado
2479,161,0,2,Objection,1,1,0.0,Neutral / Procedimental,0,0,1,0,Abuso / Menores,2015,Jeffrey Epstein,1,TXT Consolidado
2480,163,0,3,Objection,1,1,0.0,Neutral / Procedimental,0,0,3,0,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
2481,194,0,2,Objection,1,2,-0.333,Altamente Negativo,0,0,2,0,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
2482,211,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2000; 2002; 2009,Ghislaine Maxwell; Virginia Giuffre,2,TXT Consolidado
2483,316,0,0,,0,0,0.0,Neutral,2,0,0,0,Propiedades,1999; 2000; 2001; 2002; 2009; 2015; 2016,Jeffrey Epstein,1,TXT Consolidado
2484,273,0,0,,0,0,0.0,Neutral,2,0,0,0,Propiedades,,Jeffrey Epstein; Ghislaine Maxwell,2,TXT Consolidado
2485,352,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2486,286,1,0,,0,2,-1.0,Altamente Negativo,3,0,0,2,Propiedades,2016,Jeffrey Epstein,1,TXT Consolidado
2487,335,0,0,,0,0,0.0,Neutral,0,0,0,3,Ámbito Legal,1999; 2002; 2010; 2016,Jeffrey Epstein; Ghislaine Maxwell,2,TXT Consolidado
2488,307,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1999; 2000; 2002; 2015,,0,TXT Consolidado
2489,327,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1993; 1999; 2002; 2005; 2016,,0,TXT Consolidado
2490,349,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2002; 2009; 2013,,0,TXT Consolidado
2491,244,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1992; 1999; 2002; 2009; 2011; 2016,,0,TXT Consolidado
2492,85,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2493,94,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
2494,212,0,0,,1,0,1.0,Positivo,0,0,0,6,Ámbito Legal,2010; 2016,Ghislaine Maxwell,1,TXT Consolidado
2495,35,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2496,155,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
2497,114,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
2498,20,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
2499,109,0,0,,2,0,1.0,Positivo,0,0,0,1,Ámbito Legal,2016,Ghislaine Maxwell,1,TXT Consolidado
2500,235,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2501,242,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2502,226,0,0,,1,0,1.0,Positivo,2,0,0,0,Propiedades,,,0,TXT Consolidado
2503,21,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
2504,132,1,0,,0,0,0.0,Neutral,2,0,0,1,Propiedades,2010,,0,TXT Consolidado
2505,252,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2506,255,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2507,232,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Jeffrey Epstein,1,TXT Consolidado
2508,262,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
2509,223,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Ghislaine Maxwell,1,TXT Consolidado
2510,21,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
2511,254,0,0,,0,1,-1.0,Altamente Negativo,0,0,1,1,Abuso / Menores,,Jeffrey Epstein; Virginia Giuffre,2,TXT Consolidado
2512,255,0,0,,1,2,-0.333,Altamente Negativo,0,0,2,2,Abuso / Menores,2016,Jeffrey Epstein; Virginia Giuffre,2,TXT Consolidado
2513,343,0,3,Fifth Amendment,1,0,1.0,Positivo,0,0,0,2,Ámbito Legal,1992; 1993,,0,TXT Consolidado
2514,334,0,1,Fifth Amendment,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,1994; 1995,,0,TXT Consolidado
2515,327,0,0,,1,0,1.0,Positivo,0,0,0,1,Ámbito Legal,2003; 2013; 2015; 2016,Jeffrey Epstein; Virginia Giuffre,2,TXT Consolidado
2516,77,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
2517,117,0,0,,0,0,0.0,Neutral,1,0,0,0,Propiedades,2016,Ghislaine Maxwell,1,TXT Consolidado
2518,1130,0,0,,1,3,-0.5,Altamente Negativo,2,0,0,0,Propiedades,2016,Jeffrey Epstein,1,TXT Consolidado
2519,276,0,2,Fifth Amendment,0,0,0.0,Neutral,0,0,0,5,Ámbito Legal,2016,Jeffrey Epstein; Virginia Giuffre,2,TXT Consolidado
2520,246,0,3,Fifth Amendment,0,0,0.0,Neutral,0,0,0,5,Ámbito Legal,2016,Jeffrey Epstein; Virginia Giuffre,2,TXT Consolidado
2521,322,0,3,Decline to answer; Fifth Amendment,0,3,-1.0,Altamente Negativo,1,0,1,4,Ámbito Legal,,Jeffrey Epstein; Ghislaine Maxwell,2,TXT Consolidado
2522,298,0,0,,0,4,-1.0,Altamente Negativo,0,0,2,1,Abuso / Menores,,Ghislaine Maxwell,1,TXT Consolidado
2523,321,0,1,Fifth Amendment,2,4,-0.333,Altamente Negativo,0,0,0,3,Ámbito Legal,2016,,0,TXT Consolidado
2524,307,0,4,Objection; Fifth Amendment,0,0,0.0,Neutral,1,0,0,4,Ámbito Legal,2016,,0,TXT Consolidado
2525,239,0,4,Objection; Fifth Amendment,0,0,0.0,Neutral,0,0,0,4,Ámbito Legal,,,0,TXT Consolidado
2526,292,0,2,Objection; Fifth Amendment,1,0,1.0,Positivo,0,0,0,3,Ámbito Legal,,,0,TXT Consolidado
